facility_name,state,zip_code,smr_date,mortality_rate,facility_name_lower
HEARTLAND MIAMI DX LLP,OK,74354,01Jan2021-31Dec2024,20.0,heartland miami dx llp
FRESENIUS MEDICAL CARE SOUTH TULSA,OK,74137,01Jan2021-31Dec2024,23.4,fresenius medical care south tulsa
FMCNA - NORTH CENTRAL OKLAHOMA CITY,OK,73105,01Jan2021-31Dec2024,18.5,fmcna - north central oklahoma city
FMCNA - NORTHWEST OKLAHOMA CITY,OK,73112,01Jan2021-31Dec2024,26.0,fmcna - northwest oklahoma city
FMCNA - YUKON JV,OK,73099,01Jan2021-31Dec2024,18.7,fmcna - yukon jv
DaVita Stilwell Dialysis Center,OK,74960,01Jan2021-31Dec2024,22.9,davita stilwell dialysis center
DaVita Central Tulsa Dialysis Center,OK,74120,01Jan2021-31Dec2024,28.5,davita central tulsa dialysis center
DaVita Tri-State Dialysis,OK,74354,01Jan2021-31Dec2024,21.8,davita tri-state dialysis
DaVita Okmulgee Dialysis Center,OK,74447,01Jan2021-31Dec2024,21.4,davita okmulgee dialysis center
DaVita Muskogee Community Dialysis Ce,OK,74401,01Jan2021-31Dec2024,18.2,davita muskogee community dialysis ce
FMCNA - PONCA CITY,OK,74601,01Jan2021-31Dec2024,27.0,fmcna - ponca city
FMCNA - HERITAGE PARK,OK,73110,01Jan2021-31Dec2024,22.9,fmcna - heritage park
FMCNA - WOODWARD,OK,73801,01Jan2021-31Dec2024,33.2,fmcna - woodward
FMCNA - STILLWATER MEDICAL CTR DIALYS,OK,74074,01Jan2021-31Dec2024,27.9,fmcna - stillwater medical ctr dialys
ARA - LAWTON DIALYSIS EAST,OK,73501,01Jan2021-31Dec2024,36.4,ara - lawton dialysis east
FMCNA - ENID DIALYSIS CTR,OK,73701,01Jan2021-31Dec2024,24.4,fmcna - enid dialysis ctr
POTEAU DIALYSIS CTR,OK,74953,01Jan2021-31Dec2024,22.2,poteau dialysis ctr
DaVita Sapulpa Dialysis,OK,74131,01Jan2021-31Dec2024,23.7,davita sapulpa dialysis
DaVita Clinton Dialysis Center,OK,73601,01Jan2021-31Dec2024,28.7,davita clinton dialysis center
DaVita Sooner Dialysis,OK,73071,01Jan2021-31Dec2024,28.9,davita sooner dialysis
DaVita McAlester Dialysis,OK,74501,01Jan2021-31Dec2024,22.9,davita mcalester dialysis
DaVita Durant Dialysis Center,OK,74701,01Jan2021-31Dec2024,21.3,davita durant dialysis center
FMCNA - MUSKOGEE,OK,74401,01Jan2021-31Dec2024,17.5,fmcna - muskogee
DaVita Southcrest Dialysis,OK,74133,01Jan2021-31Dec2024,26.5,davita southcrest dialysis
FMCNA - EAST TULSA,OK,74146,01Jan2021-31Dec2024,19.4,fmcna - east tulsa
FMCNA - SOUTHWEST OKLAHOMA CITY JV,OK,73159,01Jan2021-31Dec2024,15.8,fmcna - southwest oklahoma city jv
DaVita Chickasha Dialysis,OK,73018,01Jan2021-31Dec2024,26.7,davita chickasha dialysis
FMCNA - ADA DIALYSIS CTR,OK,74820,01Jan2021-31Dec2024,25.7,fmcna - ada dialysis ctr
USRC SOONER DIALYSIS,OK,73505,01Jan2021-31Dec2024,26.0,usrc sooner dialysis
DaVita Anadarko Dialysis Center,OK,73005,01Jan2021-31Dec2024,24.9,davita anadarko dialysis center
"FMCNA - OKLAHOMA KIDNEY CARE DX, LLC",OK,73134,01Jan2021-31Dec2024,21.0,"fmcna - oklahoma kidney care dx, llc"
DaVita Cleveland PD,OK,73149,01Jan2021-31Dec2024,27.6,davita cleveland pd
DaVita McIntosh County Dialysis,OK,74432,01Jan2021-31Dec2024,20.7,davita mcintosh county dialysis
FMCNA - EDMOND EAST,OK,73034,01Jan2021-31Dec2024,16.3,fmcna - edmond east
DaVita Ardmore Dialysis Ranch,OK,73401,01Jan2021-31Dec2024,23.7,davita ardmore dialysis ranch
FKC - BRISTOW,OK,74010,01Jan2021-31Dec2024,23.2,fkc - bristow
DaVita Owasso Dialysis,OK,74055,01Jan2021-31Dec2024,22.7,davita owasso dialysis
DaVita Rose Rock Dialysis,OK,73130,01Jan2021-31Dec2024,36.2,davita rose rock dialysis
FMCNA - BAILEY DIALYSIS CENTER,OK,74055,01Jan2021-31Dec2024,21.2,fmcna - bailey dialysis center
DaVita Mid-Del Home Training PD,OK,73130,01Jan2021-31Dec2024,22.9,davita mid-del home training pd
SANDERLING DIALYSIS CENTER OF HOLDENV,OK,74848,01Jan2021-31Dec2024,22.9,sanderling dialysis center of holdenv
DaVita Berkshire Home Training PD,OK,74012,01Jan2021-31Dec2024,29.3,davita berkshire home training pd
DaVita Redbird Smith Dialysis,OK,74955,01Jan2021-31Dec2024,21.0,davita redbird smith dialysis
FMCNA - NORTH HARVARD,OK,74115,01Jan2021-31Dec2024,21.3,fmcna - north harvard
FMCNA - RICHARD MEDLOCK,OK,74105,01Jan2021-31Dec2024,25.2,fmcna - richard medlock
FMCNA - SAPULPA DIALYSIS,OK,74066,01Jan2021-31Dec2024,20.4,fmcna - sapulpa dialysis
FMCNA - JANE PHILLIPS,OK,74006,01Jan2021-31Dec2024,32.8,fmcna - jane phillips
USRC ALTUS,OK,73522,01Jan2021-31Dec2024,27.9,usrc altus
FMCNA - IDABEL DX,OK,74745,01Jan2021-31Dec2024,19.3,fmcna - idabel dx
DaVita Idabel Dialysis,OK,74745,01Jan2021-31Dec2024,19.1,davita idabel dialysis
DaVita Moore Dialysis,OK,73160,01Jan2021-31Dec2024,27.5,davita moore dialysis
DaVita Lawton Dialysis,OK,73501,01Jan2021-31Dec2024,28.5,davita lawton dialysis
DaVita Wagoner Dialysis,OK,74467,01Jan2021-31Dec2024,19.7,davita wagoner dialysis
FKC - MOORE,OK,73160,01Jan2021-31Dec2024,28.9,fkc - moore
FKC - BEVERLY MATHIS MEMORIAL DIALYSI,OK,74146,01Jan2021-31Dec2024,18.3,fkc - beverly mathis memorial dialysi
DaVita Lake Hefner Dialysis,OK,73116,01Jan2021-31Dec2024,24.6,davita lake hefner dialysis
FKC - UNION,OK,74133,01Jan2021-31Dec2024,24.8,fkc - union
FRESENIUS KIDNEY CARE CLAREMORE,OK,74017,01Jan2021-31Dec2024,21.2,fresenius kidney care claremore
FRESENIUS KIDNEY CARE OKCD NORTHLAKE,OK,73134,01Jan2021-31Dec2024,18.7,fresenius kidney care okcd northlake
PHYSICIANS CHOICE DIALYSIS OF MIDWEST,OK,73115,01Jan2021-31Dec2024,32.1,physicians choice dialysis of midwest
Physicians Choice Dialysis Bethany,OK,73008,01Jan2021-31Dec2024,38.0,physicians choice dialysis bethany
RAY YASUI DIALYSIS CENTER,OR,97031,01Jan2021-31Dec2024,13.2,ray yasui dialysis center
DaVita Salem Dialysis,OR,97302,01Jan2021-31Dec2024,24.8,davita salem dialysis
DaVita Rogue Valley Dialysis,OR,97504,01Jan2021-31Dec2024,21.7,davita rogue valley dialysis
QUALICENTERS - ALBANY LTD,OR,97321,01Jan2021-31Dec2024,24.3,qualicenters - albany ltd
QUALICENTERS - EUGENE-SPRINGFIELD LTD,OR,97477,01Jan2021-31Dec2024,19.9,qualicenters - eugene-springfield ltd
FMC COOS BAY,OR,97420,01Jan2021-31Dec2024,31.6,fmc coos bay
USRC PORTLAND DIALYSIS,OR,97216,01Jan2021-31Dec2024,16.8,usrc portland dialysis
FMC EUGENE,OR,97404,01Jan2021-31Dec2024,25.4,fmc eugene
DaVita Redwood Dialysis,OR,97526,01Jan2021-31Dec2024,26.1,davita redwood dialysis
DaVita Roseburg Mercy Dialysis,OR,97471,01Jan2021-31Dec2024,29.5,davita roseburg mercy dialysis
FMC QCI Salem,OR,97301,01Jan2021-31Dec2024,22.0,fmc qci salem
DaVita Woodburn Dialysis,OR,97071,01Jan2021-31Dec2024,16.2,davita woodburn dialysis
FMC BEND,OR,97701,01Jan2021-31Dec2024,24.7,fmc bend
DaVita Four Rivers Dialysis Center,OR,97914,01Jan2021-31Dec2024,17.4,davita four rivers dialysis center
DaVita Willamette Valley Renal Center,OR,97045,01Jan2021-31Dec2024,16.6,davita willamette valley renal center
PNRS BEAVERTON,OR,97006,01Jan2021-31Dec2024,16.0,pnrs beaverton
FRESENIUS KIDNEY CARE ROSE QUARTER,OR,97211,01Jan2021-31Dec2024,23.7,fresenius kidney care rose quarter
PNRS TUALATIN,OR,97062,01Jan2021-31Dec2024,23.0,pnrs tualatin
PNRS TWIN OAKS,OR,97006,01Jan2021-31Dec2024,19.4,pnrs twin oaks
FMC CLACKAMAS KIDNEY CENTER,OR,97015,01Jan2021-31Dec2024,17.9,fmc clackamas kidney center
PNRS HOLLYWOOD DIALYSIS,OR,97232,01Jan2021-31Dec2024,20.6,pnrs hollywood dialysis
PNRS EASTERN OREGON DIALYSIS CLINIC,OR,97850,01Jan2021-31Dec2024,22.7,pnrs eastern oregon dialysis clinic
FMC LEBANON OREGON,OR,97355,01Jan2021-31Dec2024,20.3,fmc lebanon oregon
DaVita Lake Road Dialysis,OR,97267,01Jan2021-31Dec2024,15.5,davita lake road dialysis
PNRS-NORTH COAST DIALYSIS CLINIC,OR,97103,01Jan2021-31Dec2024,24.2,pnrs-north coast dialysis clinic
PNRS RAINES DIALYSIS,OR,97116,01Jan2021-31Dec2024,18.8,pnrs raines dialysis
PNRS EVERGREEN DIALYSIS,OR,97128,01Jan2021-31Dec2024,19.6,pnrs evergreen dialysis
USRC GRESHAM DIALYSIS,OR,97030,01Jan2021-31Dec2024,19.6,usrc gresham dialysis
FMC DIALYSIS MT HOOD,OR,97030,01Jan2021-31Dec2024,25.6,fmc dialysis mt hood
DaVita Hermiston Community Dialysis C,OR,97838,01Jan2021-31Dec2024,25.3,davita hermiston community dialysis c
USRC EAST PORTLAND HOME DIALYSIS,OR,97216,01Jan2021-31Dec2024,17.3,usrc east portland home dialysis
PNRS NEWBERG DIALYSIS CENTER,OR,97132,01Jan2021-31Dec2024,23.2,pnrs newberg dialysis center
DaVita Meridian Park Dialysis Center,OR,97062,01Jan2021-31Dec2024,19.6,davita meridian park dialysis center
FMC REDMOND,OR,97756,01Jan2021-31Dec2024,19.4,fmc redmond
DaVita Blue Mountain Kidney Center,OR,97801,01Jan2021-31Dec2024,15.6,davita blue mountain kidney center
PNRS ST HELENS DIALYSIS,OR,97051,01Jan2021-31Dec2024,16.3,pnrs st helens dialysis
FMC WEST SALEM,OR,97304,01Jan2021-31Dec2024,26.2,fmc west salem
DaVita Klamath Falls Dialysis,OR,97603,01Jan2021-31Dec2024,30.7,davita klamath falls dialysis
DaVita McMinnville Dialysis,OR,97128,01Jan2021-31Dec2024,19.9,davita mcminnville dialysis
DaVita Cornell Road Dialysis,OR,97006,01Jan2021-31Dec2024,24.3,davita cornell road dialysis
FMC MAYWOOD PARK,OR,97220,01Jan2021-31Dec2024,26.5,fmc maywood park
FMC FLORENCE OREGON,OR,97439,01Jan2021-31Dec2024,26.9,fmc florence oregon
PNRS COLUMBIA RIVER THE DALLES,OR,97058,01Jan2021-31Dec2024,29.8,pnrs columbia river the dalles
DaVita Grants Pass II Dialysis,OR,97527,01Jan2021-31Dec2024,23.7,davita grants pass ii dialysis
DaVita NE Salem Dialysis,OR,97305,01Jan2021-31Dec2024,18.5,davita ne salem dialysis
NOBLE WOODS DIALYSIS CLINIC,OR,97123,01Jan2021-31Dec2024,17.6,noble woods dialysis clinic
FMC SCHOLLS FERRY,OR,97223,01Jan2021-31Dec2024,20.6,fmc scholls ferry
FMC HILLTOP DIALYSIS,OR,97045,01Jan2021-31Dec2024,18.7,fmc hilltop dialysis
DaVita Portland Gateway Dialysis,OR,97220,01Jan2021-31Dec2024,18.2,davita portland gateway dialysis
DaVita Portland MLK Dialysis,OR,97212,01Jan2021-31Dec2024,24.1,davita portland mlk dialysis
FMC MADRAS DIALYSIS,OR,97741,01Jan2021-31Dec2024,20.6,fmc madras dialysis
FMC Emerald Valley,OR,97477,01Jan2021-31Dec2024,22.3,fmc emerald valley
KAISER SUNNYBROOK PERITONEAL DIALYSIS,OR,97015,01Jan2021-31Dec2024,19.6,kaiser sunnybrook peritoneal dialysis
FRESENIUS KIDNEY CARE TUALATIN,OR,97062,01Jan2021-31Dec2024,22.1,fresenius kidney care tualatin
DaVita Lancaster Drive Dialysis,OR,97301,01Jan2021-31Dec2024,23.0,davita lancaster drive dialysis
DaVita Gresham Station Dialysis,OR,97030,01Jan2021-31Dec2024,19.8,davita gresham station dialysis
FRESENIUS KIDNEY CARE PIEDMONT,OR,97211,01Jan2021-31Dec2024,22.3,fresenius kidney care piedmont
DaVita Lincoln City Dialysis,OR,97367,01Jan2021-31Dec2024,22.5,davita lincoln city dialysis
FRESENIUS KIDNEY CARE WEST EUGENE,OR,97402,01Jan2021-31Dec2024,25.0,fresenius kidney care west eugene
DaVita Siskiyou Dialysis,OR,97501,01Jan2021-31Dec2024,15.3,davita siskiyou dialysis
DaVita Cape Arago Dialysis,OR,97420,01Jan2021-31Dec2024,20.2,davita cape arago dialysis
DaVita Glen Creek Dialysis,OR,97304,01Jan2021-31Dec2024,33.4,davita glen creek dialysis
DaVita Deschutes River Dialysis,OR,97702,01Jan2021-31Dec2024,16.8,davita deschutes river dialysis
Kaiser Central Interstate Peritoneal,OR,97227,01Jan2021-31Dec2024,26.7,kaiser central interstate peritoneal
Davita Yaquina Bay Dialysis,OR,97365,01Jan2021-31Dec2024,23.2,davita yaquina bay dialysis
DaVita Linn Benton Dialysis,OR,97330,01Jan2021-31Dec2024,21.0,davita linn benton dialysis
Geisinger Health System,PA,17822,01Jan2021-31Dec2024,19.6,geisinger health system
UPMC Presbyterian Renal Unit,PA,15213,01Jan2021-31Dec2024,14.2,upmc presbyterian renal unit
M.S. Hershey Medical Center,PA,17033,01Jan2021-31Dec2024,33.1,m.s. hershey medical center
Albert Einstein Medical Center,PA,19141,01Jan2021-31Dec2024,15.8,albert einstein medical center
DaVita Waverly Dialysis,PA,19070,01Jan2021-31Dec2024,17.1,davita waverly dialysis
FKC Allentown,PA,18103,01Jan2021-31Dec2024,17.9,fkc allentown
FKC Abington,PA,19090,01Jan2021-31Dec2024,11.0,fkc abington
DaVita Upland Dialysis Center,PA,19013,01Jan2021-31Dec2024,21.7,davita upland dialysis center
DaVita Northern Philadelphia Dialysis,PA,19141,01Jan2021-31Dec2024,17.6,davita northern philadelphia dialysis
FKC Bethlehem,PA,18017,01Jan2021-31Dec2024,17.4,fkc bethlehem
FKC Wilkes Barre,PA,18702,01Jan2021-31Dec2024,23.9,fkc wilkes barre
DaVita Philadelphia West Dialysis,PA,19153,01Jan2021-31Dec2024,20.5,davita philadelphia west dialysis
FKC East Norriton,PA,19401,01Jan2021-31Dec2024,18.6,fkc east norriton
FKC Roxborough Dialysis,PA,19128,01Jan2021-31Dec2024,14.4,fkc roxborough dialysis
FKC Easton,PA,18045,01Jan2021-31Dec2024,20.1,fkc easton
FKC Pottsville,PA,17901,01Jan2021-31Dec2024,17.2,fkc pottsville
FKC Greensburg,PA,15601,01Jan2021-31Dec2024,22.4,fkc greensburg
DaVita Philadelphia 42nd Street Dialy,PA,19104,01Jan2021-31Dec2024,19.5,davita philadelphia 42nd street dialy
DaVita Thorndale Dialysis,PA,19372,01Jan2021-31Dec2024,18.5,davita thorndale dialysis
DaVita Bradford,PA,16701,01Jan2021-31Dec2024,22.6,davita bradford
FKC Hazleton,PA,18201,01Jan2021-31Dec2024,11.2,fkc hazleton
DaVita Dialysis Center of Erie,PA,16502,01Jan2021-31Dec2024,17.3,davita dialysis center of erie
FKC Temple Germantown,PA,19129,01Jan2021-31Dec2024,16.1,fkc temple germantown
FKC Northeast Philadelphia,PA,19149,01Jan2021-31Dec2024,15.4,fkc northeast philadelphia
DaVita West Shore Dialysis,PA,17043,01Jan2021-31Dec2024,19.9,davita west shore dialysis
DaVita Meadville Dialysis,PA,16335,01Jan2021-31Dec2024,25.4,davita meadville dialysis
DaVita Philadelphia PMC Dialysis,PA,19104,01Jan2021-31Dec2024,14.0,davita philadelphia pmc dialysis
FKC Wynnewood,PA,19096,01Jan2021-31Dec2024,17.7,fkc wynnewood
FKC Western Pennsylvania,PA,15224,01Jan2021-31Dec2024,15.8,fkc western pennsylvania
DaVita Erie Dialysis,PA,16507,01Jan2021-31Dec2024,26.5,davita erie dialysis
FKC South Hills,PA,15102,01Jan2021-31Dec2024,14.2,fkc south hills
FKC Hermitage,PA,16148,01Jan2021-31Dec2024,18.7,fkc hermitage
FKC Stroudsburg,PA,18360,01Jan2021-31Dec2024,30.7,fkc stroudsburg
DCI Philadelphia,PA,19129,01Jan2021-31Dec2024,16.7,dci philadelphia
FKC Pennsylvania Dialysis Center Read,PA,19610,01Jan2021-31Dec2024,19.2,fkc pennsylvania dialysis center read
FKC Delco Dialysis Center,PA,19082,01Jan2021-31Dec2024,13.5,fkc delco dialysis center
FKC New Castle,PA,16101,01Jan2021-31Dec2024,19.2,fkc new castle
FKC Uniontown,PA,15401,01Jan2021-31Dec2024,18.3,fkc uniontown
Innovative Renal Care Central Kittann,PA,16201,01Jan2021-31Dec2024,20.7,innovative renal care central kittann
DaVita NE Philadelphia Dialysis Cente,PA,19111,01Jan2021-31Dec2024,14.9,davita ne philadelphia dialysis cente
DaVita South Philadelphia Dialysis Ce,PA,19147,01Jan2021-31Dec2024,20.7,davita south philadelphia dialysis ce
DaVita Lebanon County Dialysis,PA,17042,01Jan2021-31Dec2024,25.8,davita lebanon county dialysis
FKC Three Rivers,PA,15219,01Jan2021-31Dec2024,23.0,fkc three rivers
FKC Northwest Philadelphia,PA,19131,01Jan2021-31Dec2024,16.7,fkc northwest philadelphia
FKC Latrobe,PA,15650,01Jan2021-31Dec2024,18.9,fkc latrobe
FKC Limerick,PA,19468,01Jan2021-31Dec2024,15.3,fkc limerick
FKC Mon Valley,PA,15022,01Jan2021-31Dec2024,19.1,fkc mon valley
DCI Pittsburgh Banksville,PA,15216,01Jan2021-31Dec2024,23.4,dci pittsburgh banksville
FKC Episcopal,PA,19125,01Jan2021-31Dec2024,22.5,fkc episcopal
FKC Parkview,PA,19124,01Jan2021-31Dec2024,18.3,fkc parkview
DaVita Jefferson Dialysis,PA,15236,01Jan2021-31Dec2024,20.1,davita jefferson dialysis
DCI Hempfield,PA,15644,01Jan2021-31Dec2024,17.2,dci hempfield
FKC Bryn Mawr,PA,19010,01Jan2021-31Dec2024,24.1,fkc bryn mawr
FKC Clairton,PA,15025,01Jan2021-31Dec2024,15.8,fkc clairton
FKC Ohio Valley,PA,15205,01Jan2021-31Dec2024,21.5,fkc ohio valley
DaVita Corry Dialysis,PA,16407,01Jan2021-31Dec2024,24.9,davita corry dialysis
DCI North Hills,PA,15237,01Jan2021-31Dec2024,19.3,dci north hills
DaVita Honesdale Dialysis Center,PA,18431,01Jan2021-31Dec2024,20.5,davita honesdale dialysis center
DaVita Lehighton Dialysis,PA,18235,01Jan2021-31Dec2024,24.4,davita lehighton dialysis
FKC Wyomissing,PA,19610,01Jan2021-31Dec2024,14.7,fkc wyomissing
DCI Mount Pleasant,PA,15666,01Jan2021-31Dec2024,19.5,dci mount pleasant
FKC of Mount Pleasant,PA,15666,01Jan2021-31Dec2024,14.5,fkc of mount pleasant
FKC Shadyside,PA,15213,01Jan2021-31Dec2024,12.9,fkc shadyside
FKC Harrisburg,PA,17111,01Jan2021-31Dec2024,24.8,fkc harrisburg
DaVita Paris Dialysis,PA,15021,01Jan2021-31Dec2024,24.9,davita paris dialysis
DaVita Lewistown Dialysis Center,PA,17044,01Jan2021-31Dec2024,17.8,davita lewistown dialysis center
DaVita Delaware Valley Dialysis Cente,PA,18337,01Jan2021-31Dec2024,13.6,davita delaware valley dialysis cente
DaVita Memphis Street Renal Center,PA,19134,01Jan2021-31Dec2024,18.6,davita memphis street renal center
FKC Whitehall,PA,18052,01Jan2021-31Dec2024,17.7,fkc whitehall
DaVita Elizabethtown Dialysis,PA,17022,01Jan2021-31Dec2024,18.7,davita elizabethtown dialysis
FKC Temple Ontario,PA,19129,01Jan2021-31Dec2024,18.9,fkc temple ontario
DaVita Pocono Dialysis Center,PA,18301,01Jan2021-31Dec2024,21.9,davita pocono dialysis center
DaVita Pdi Lancaster,PA,17602,01Jan2021-31Dec2024,16.1,davita pdi lancaster
DCI Pittsburgh Oakland,PA,15213,01Jan2021-31Dec2024,24.9,dci pittsburgh oakland
USRC Bedford,PA,15537,01Jan2021-31Dec2024,16.2,usrc bedford
DaVita Abington,PA,19090,01Jan2021-31Dec2024,20.1,davita abington
DaVita Newtown Dialysis Center,PA,18940,01Jan2021-31Dec2024,20.8,davita newtown dialysis center
FKC Sellersville,PA,18960,01Jan2021-31Dec2024,19.3,fkc sellersville
DaVita Palmer Dialysis Center,PA,18045,01Jan2021-31Dec2024,22.9,davita palmer dialysis center
FKC Carbon County,PA,18235,01Jan2021-31Dec2024,16.2,fkc carbon county
FKC Pittston,PA,18640,01Jan2021-31Dec2024,15.0,fkc pittston
DCI Chippewa,PA,15010,01Jan2021-31Dec2024,21.5,dci chippewa
DCI Grove City,PA,16127,01Jan2021-31Dec2024,15.2,dci grove city
FKC Redstone Centerville,PA,15417,01Jan2021-31Dec2024,10.7,fkc redstone centerville
USRC Carlisle,PA,17015,01Jan2021-31Dec2024,9.1,usrc carlisle
DaVita Selinsgrove Dialysis,PA,17870,01Jan2021-31Dec2024,16.4,davita selinsgrove dialysis
FKC Cambria,PA,19132,01Jan2021-31Dec2024,13.4,fkc cambria
DaVita Radnor Dialysis,PA,19406,01Jan2021-31Dec2024,20.3,davita radnor dialysis
DaVita Jennersville Dialysis Center,PA,19390,01Jan2021-31Dec2024,17.1,davita jennersville dialysis center
FKC Penn Hills,PA,15235,01Jan2021-31Dec2024,11.2,fkc penn hills
FKC Altoona,PA,16602,01Jan2021-31Dec2024,17.9,fkc altoona
FKC Cumberland County,PA,17013,01Jan2021-31Dec2024,17.5,fkc cumberland county
DaVita Wyncote Dialysis,PA,19095,01Jan2021-31Dec2024,14.4,davita wyncote dialysis
DCI Seven Fields,PA,16046,01Jan2021-31Dec2024,15.2,dci seven fields
FKC Slatebelt,PA,18091,01Jan2021-31Dec2024,17.4,fkc slatebelt
FKC Montgomery East,PA,19401,01Jan2021-31Dec2024,24.4,fkc montgomery east
DaVita Waynesburg Dialysis,PA,15370,01Jan2021-31Dec2024,16.1,davita waynesburg dialysis
FKC Cranberry,PA,16066,01Jan2021-31Dec2024,18.2,fkc cranberry
DaVita Dialysis Center at Oxford Cour,PA,19047,01Jan2021-31Dec2024,13.9,davita dialysis center at oxford cour
DCI Shenango Valley,PA,16148,01Jan2021-31Dec2024,25.7,dci shenango valley
FKC State College,PA,16801,01Jan2021-31Dec2024,18.6,fkc state college
USRC Chambersburg,PA,17201,01Jan2021-31Dec2024,19.9,usrc chambersburg
FKC Swarthmore,PA,19081,01Jan2021-31Dec2024,15.6,fkc swarthmore
FKC Millersburg,PA,17061,01Jan2021-31Dec2024,19.6,fkc millersburg
FKC Donora,PA,15033,01Jan2021-31Dec2024,24.8,fkc donora
USRC Huntingdon,PA,16652,01Jan2021-31Dec2024,19.7,usrc huntingdon
DCI Parks Bend,PA,15690,01Jan2021-31Dec2024,18.5,dci parks bend
FKC Mount Airy,PA,19118,01Jan2021-31Dec2024,19.3,fkc mount airy
FKC Palmyra Lebanon County,PA,17078,01Jan2021-31Dec2024,21.8,fkc palmyra lebanon county
DaVita Homestead Dialysis,PA,15120,01Jan2021-31Dec2024,16.7,davita homestead dialysis
FKC Graduate,PA,19146,01Jan2021-31Dec2024,17.2,fkc graduate
FKC Olney,PA,19138,01Jan2021-31Dec2024,18.1,fkc olney
DaVita Warren Dialysis,PA,16365,01Jan2021-31Dec2024,35.2,davita warren dialysis
FKC Shaler,PA,15223,01Jan2021-31Dec2024,18.4,fkc shaler
FKC Nanticoke,PA,18634,01Jan2021-31Dec2024,17.6,fkc nanticoke
FKC Lansdale,PA,19446,01Jan2021-31Dec2024,14.6,fkc lansdale
FKC Capital Area,PA,17110,01Jan2021-31Dec2024,17.7,fkc capital area
DCI North Versailles,PA,15137,01Jan2021-31Dec2024,19.5,dci north versailles
Innovative Renal Care Butler County,PA,16001,01Jan2021-31Dec2024,24.0,innovative renal care butler county
NCPDC Lock Haven Dialysis Center,PA,17745,01Jan2021-31Dec2024,23.8,ncpdc lock haven dialysis center
DCI Punxsutawney,PA,15767,01Jan2021-31Dec2024,35.1,dci punxsutawney
DaVita Huntingdon Valley Dialysis,PA,19006,01Jan2021-31Dec2024,19.5,davita huntingdon valley dialysis
DCI Indiana,PA,15701,01Jan2021-31Dec2024,25.9,dci indiana
NCPDC Williamsport Dialysis Clinic,PA,17754,01Jan2021-31Dec2024,26.2,ncpdc williamsport dialysis clinic
